,TickerSymbol,ContractName,Open,High,Low,Close,Settlement,Volume,OpenInterest,Date
22,PEGAS G8BM032022,Mar-2022,79.0,81.0,79.0,80.5,79.649,118.0,8990,2022-02-02T00:00:00.0000000
23,PEGAS G8BM032022,Mar-2022,80.15,81.5,79.5,81.5,82.348,67.0,9041,2022-02-03T00:00:00.0000000
24,PEGAS G8BM032022,Mar-2022,83.5,84.3,82.67,82.67,84.519,341.0,9374,2022-02-04T00:00:00.0000000
25,PEGAS G8BM032022,Mar-2022,78.45,80.5,78.4,80.2,81.455,325.0,9664,2022-02-07T00:00:00.0000000
26,PEGAS G8BM032022,Mar-2022,83.5,83.5,77.7,77.7,79.312,393.0,10021,2022-02-08T00:00:00.0000000
27,PEGAS G8BM032022,Mar-2022,78.65,78.65,76.5,77.85,76.494,101.0,10151,2022-02-09T00:00:00.0000000
28,PEGAS G8BM032022,Mar-2022,76.0,76.1,75.5,75.5,76.312,68.0,10219,2022-02-10T00:00:00.0000000
29,PEGAS G8BM032022,Mar-2022,76.35,79.3,76.0,79.3,79.638,142.0,10356,2022-02-11T00:00:00.0000000
30,PEGAS G8BM032022,Mar-2022,85.5,85.5,82.0,82.0,83.055,167.0,10512,2022-02-14T00:00:00.0000000
31,PEGAS G8BM032022,Mar-2022,81.03,81.03,69.32,70.0,71.3,266.0,11164,2022-02-15T00:00:00.0000000
32,PEGAS G8BM032022,Mar-2022,68.35,73.0,68.35,72.65,71.999,155.0,11319,2022-02-16T00:00:00.0000000
33,PEGAS G8BM032022,Mar-2022,75.0,76.67,73.3,76.67,77.07,435.0,11762,2022-02-17T00:00:00.0000000
34,PEGAS G8BM032022,Mar-2022,73.4,75.5,72.65,73.5,76.095,607.0,12244,2022-02-18T00:00:00.0000000
35,PEGAS G8BM032022,Mar-2022,71.75,77.0,71.75,73.7,74.3,330.0,12516,2022-02-21T00:00:00.0000000
36,PEGAS G8BM032022,Mar-2022,74.5,81.5,74.5,81.4,81.688,127.0,12638,2022-02-22T00:00:00.0000000
37,PEGAS G8BM032022,Mar-2022,84.7,91.0,84.7,91.0,90.321,395.0,12980,2022-02-23T00:00:00.0000000
38,PEGAS G8BM032022,Mar-2022,110.0,121.5,107.0,121.5,136.35,222.0,13202,2022-02-24T00:00:00.0000000
39,PEGAS G8BM032022,Mar-2022,108.75,108.75,108.75,108.75,95.433,134.0,13360,2022-02-25T00:00:00.0000000
40,PEGAS G8BM042022,Apr-2022,104.725,110.0,102.0,102.0,100.132,337.0,865,2022-02-28T00:00:00.0000000
41,PEGAS G8BM042022,Apr-2022,109.0,123.0,109.0,123.0,123.0,33.0,898,2022-03-01T00:00:00.0000000
42,PEGAS G8BM042022,Apr-2022,170.0,175.0,158.0,175.0,167.119,492.0,1386,2022-03-02T00:00:00.0000000
43,PEGAS G8BM042022,Apr-2022,185.0,185.0,163.0,170.0,163.445,342.0,1725,2022-03-03T00:00:00.0000000
44,PEGAS G8BM042022,Apr-2022,160.0,202.0,160.0,194.0,195.16,98.0,1815,2022-03-04T00:00:00.0000000
45,PEGAS G8BM042022,Apr-2022,287.0,310.0,231.0,231.0,227.377,126.0,1941,2022-03-07T00:00:00.0000000
46,PEGAS G8BM042022,Apr-2022,245.0,245.0,200.0,214.0,215.629,150.0,2082,2022-03-08T00:00:00.0000000
47,PEGAS G8BM042022,Apr-2022,196.0,196.0,157.0,161.75,156.168,870.0,2945,2022-03-09T00:00:00.0000000
48,PEGAS G8BM042022,Apr-2022,151.0,155.0,132.6,134.7,125.276,342.0,3145,2022-03-10T00:00:00.0000000
49,PEGAS G8BM042022,Apr-2022,116.5,134.5,116.5,133.15,133.972,404.0,3451,2022-03-11T00:00:00.0000000
50,PEGAS G8BM042022,Apr-2022,120.0,120.1,114.7,115.4,116.655,217.0,3541,2022-03-14T00:00:00.0000000
51,PEGAS G8BM042022,Apr-2022,114.0,125.0,114.0,120.0,116.486,265.0,3667,2022-03-15T00:00:00.0000000
52,PEGAS G8BM042022,Apr-2022,116.5,116.5,104.5,104.5,103.081,174.0,4243,2022-03-16T00:00:00.0000000
53,PEGAS G8BM042022,Apr-2022,110.0,113.6,105.1,105.1,105.071,390.0,4862,2022-03-17T00:00:00.0000000
54,PEGAS G8BM042022,Apr-2022,110.0,110.0,101.5,102.75,106.781,719.0,5552,2022-03-18T00:00:00.0000000
55,PEGAS G8BM042022,Apr-2022,100.175,100.175,96.0,96.0,97.438,195.0,5610,2022-03-21T00:00:00.0000000
56,PEGAS G8BM042022,Apr-2022,96.5,101.225,96.5,100.0,100.167,288.0,5738,2022-03-22T00:00:00.0000000
57,PEGAS G8BM042022,Apr-2022,102.0,126.0,102.0,117.575,117.715,370.0,5967,2022-03-23T00:00:00.0000000
58,PEGAS G8BM042022,Apr-2022,125.0,125.0,109.0,109.0,112.206,527.0,6200,2022-03-24T00:00:00.0000000
59,PEGAS G8BM042022,Apr-2022,104.0,110.0,100.025,100.025,103.941,478.0,6561,2022-03-25T00:00:00.0000000
60,PEGAS G8BM042022,Apr-2022,98.4,110.0,98.4,106.0,103.677,654.0,7035,2022-03-28T00:00:00.0000000
61,PEGAS G8BM042022,Apr-2022,112.8,115.0,108.0,110.0,109.439,503.0,12814,2022-03-29T00:00:00.0000000
62,PEGAS G8BM042022,Apr-2022,124.8,126.0,120.5,120.5,119.9,667.0,13092,2022-03-30T00:00:00.0000000
63,PEGAS G8BM052022,May-2022,126.0,126.5,115.95,126.0,126.85,107.0,7066,2022-03-31T00:00:00.0000000
64,PEGAS G8BM052022,May-2022,126.5,126.5,120.0,120.0,114.61,33.0,7094,2022-04-01T00:00:00.0000000
65,PEGAS G8BM052022,May-2022,109.0,112.4,109.0,112.0,111.25,136.0,7205,2022-04-04T00:00:00.0000000
66,PEGAS G8BM052022,May-2022,110.0,113.5,107.0,109.4,110.283,111.0,7257,2022-04-05T00:00:00.0000000
67,PEGAS G8BM052022,May-2022,110.0,112.5,110.0,110.0,108.42,114.0,7306,2022-04-06T00:00:00.0000000
68,PEGAS G8BM052022,May-2022,107.9,108.5,106.0,106.2,106.745,168.0,7412,2022-04-07T00:00:00.0000000
69,PEGAS G8BM052022,May-2022,110.0,110.0,105.0,105.0,105.21,238.0,7494,2022-04-08T00:00:00.0000000
70,PEGAS G8BM052022,May-2022,103.5,104.15,103.5,104.1,102.33,98.0,7614,2022-04-11T00:00:00.0000000
71,PEGAS G8BM052022,May-2022,105.2,106.5,105.2,105.25,105.01,118.0,7762,2022-04-12T00:00:00.0000000
72,PEGAS G8BM052022,May-2022,106.0,108.0,106.0,108.0,108.335,81.0,7818,2022-04-13T00:00:00.0000000
73,PEGAS G8BM052022,May-2022,104.0,104.7,102.75,102.75,98.627,101.0,7910,2022-04-14T00:00:00.0000000
74,PEGAS G8BM052022,May-2022,97.2,98.0,96.6,96.8,96.65,75.0,8005,2022-04-19T00:00:00.0000000
75,PEGAS G8BM052022,May-2022,98.7,102.2,98.7,102.2,98.01,195.0,8181,2022-04-20T00:00:00.0000000
76,PEGAS G8BM052022,May-2022,100.0,102.0,100.0,102.0,103.5,177.0,8358,2022-04-21T00:00:00.0000000
77,PEGAS G8BM052022,May-2022,103.5,103.9,98.5,98.5,98.78,103.0,8547,2022-04-22T00:00:00.0000000
78,PEGAS G8BM052022,May-2022,99.5,101.0,98.3,98.3,95.9,132.0,8646,2022-04-25T00:00:00.0000000
79,PEGAS G8BM052022,May-2022,94.5,95.9,93.0,95.9,106.0,330.0,8924,2022-04-26T00:00:00.0000000
80,PEGAS G8BM052022,May-2022,112.0,113.0,110.0,113.0,111.05,98.0,9022,2022-04-27T00:00:00.0000000
81,PEGAS G8BM052022,May-2022,106.0,106.0,103.0,104.0,102.28,177.0,9204,2022-04-28T00:00:00.0000000
82,PEGAS G8BM062022,Jun-2022,102.0,104.2,101.7,104.2,102.41,651.0,7140,2022-04-29T00:00:00.0000000
83,PEGAS G8BM062022,Jun-2022,99.6,99.6,98.325,99.3,99.312,26.0,7157,2022-05-02T00:00:00.0000000
84,PEGAS G8BM062022,Jun-2022,100.5,105.1,100.0,102.0,102.0,139.0,7286,2022-05-03T00:00:00.0000000
85,PEGAS G8BM062022,Jun-2022,103.0,108.25,103.0,108.25,105.68,61.0,7444,2022-05-04T00:00:00.0000000
86,PEGAS G8BM062022,Jun-2022,107.2,108.25,106.2,106.2,108.2,312.0,7731,2022-05-05T00:00:00.0000000
87,PEGAS G8BM062022,Jun-2022,106.6,108.0,101.7,102.3,102.918,410.0,7992,2022-05-06T00:00:00.0000000
88,PEGAS G8BM062022,Jun-2022,97.6,99.8,96.805,98.125,95.551,77.0,8068,2022-05-09T00:00:00.0000000
89,PEGAS G8BM062022,Jun-2022,93.1,95.725,92.75,94.35,100.92,205.0,8267,2022-05-10T00:00:00.0000000
90,PEGAS G8BM062022,Jun-2022,98.8,100.0,96.0,97.3,97.06,186.0,8500,2022-05-11T00:00:00.0000000
91,PEGAS G8BM062022,Jun-2022,109.0,117.5,108.4,108.4,109.95,281.0,8748,2022-05-12T00:00:00.0000000
92,PEGAS G8BM062022,Jun-2022,106.0,106.0,101.675,101.675,100.334,582.0,9171,2022-05-13T00:00:00.0000000
93,PEGAS G8BM062022,Jun-2022,96.0,97.8,95.19,95.25,95.29,84.0,9249,2022-05-16T00:00:00.0000000
94,PEGAS G8BM062022,Jun-2022,94.5,100.0,92.75,98.5,96.46,332.0,9514,2022-05-17T00:00:00.0000000
95,PEGAS G8BM062022,Jun-2022,100.5,102.0,96.525,96.525,97.343,312.0,9866,2022-05-18T00:00:00.0000000
96,PEGAS G8BM062022,Jun-2022,98.0,98.0,92.8,93.54,93.435,87.0,9998,2022-05-19T00:00:00.0000000
97,PEGAS G8BM062022,Jun-2022,92.0,93.2,91.35,91.35,90.582,158.0,10127,2022-05-20T00:00:00.0000000
98,PEGAS G8BM062022,Jun-2022,86.3,88.9,85.5,86.9,86.24,191.0,10308,2022-05-23T00:00:00.0000000
99,PEGAS G8BM062022,Jun-2022,88.0,90.0,86.2,86.2,87.75,193.0,10643,2022-05-24T00:00:00.0000000
100,PEGAS G8BM062022,Jun-2022,88.0,89.2,87.0,88.0,91.23,274.0,10875,2022-05-25T00:00:00.0000000
101,PEGAS G8BM062022,Jun-2022,88.6,89.4,88.0,89.0,89.78,175.0,11031,2022-05-26T00:00:00.0000000
102,PEGAS G8BM062022,Jun-2022,87.0,88.0,86.5,88.0,90.483,121.0,11128,2022-05-27T00:00:00.0000000
103,PEGAS G8BM062022,Jun-2022,91.0,92.0,90.3,90.9,91.97,890.0,12007,2022-05-30T00:00:00.0000000
104,PEGAS G8BM072022,Jul-2022,95.0,97.49,95.0,97.49,96.457,263.0,1322,2022-05-31T00:00:00.0000000
105,PEGAS G8BM072022,Jul-2022,91.6,91.6,85.0,85.0,88.057,327.0,1607,2022-06-01T00:00:00.0000000
106,PEGAS G8BM072022,Jul-2022,88.0,88.0,88.0,88.0,85.955,8.0,1612,2022-06-02T00:00:00.0000000
107,PEGAS G8BM072022,Jul-2022,84.95,84.95,84.95,84.95,85.054,10.0,1622,2022-06-03T00:00:00.0000000
108,PEGAS G8BM072022,Jul-2022,85.5,86.0,85.5,86.0,84.009,235.0,1967,2022-06-06T00:00:00.0000000
109,PEGAS G8BM072022,Jul-2022,81.0,82.75,81.0,81.7,80.915,327.0,2268,2022-06-07T00:00:00.0000000
110,PEGAS G8BM072022,Jul-2022,80.0,80.9,80.0,80.25,80.904,289.0,2557,2022-06-08T00:00:00.0000000
111,PEGAS G8BM072022,Jul-2022,90.0,92.8,86.0,86.0,86.357,242.0,2786,2022-06-09T00:00:00.0000000
112,PEGAS G8BM072022,Jul-2022,85.6,86.6,85.5,85.75,84.267,246.0,3018,2022-06-10T00:00:00.0000000
113,PEGAS G8BM072022,Jul-2022,85.0,85.95,84.925,85.5,84.639,237.0,3219,2022-06-13T00:00:00.0000000
114,PEGAS G8BM072022,Jul-2022,86.5,100.5,86.5,99.0,97.924,443.0,3643,2022-06-14T00:00:00.0000000
115,PEGAS G8BM072022,Jul-2022,102.1,113.75,100.0,113.75,122.261,102.0,3735,2022-06-15T00:00:00.0000000
116,PEGAS G8BM072022,Jul-2022,130.0,145.0,130.0,134.0,128.237,39.0,3774,2022-06-16T00:00:00.0000000
117,PEGAS G8BM072022,Jul-2022,126.0,133.5,123.0,125.75,120.876,233.0,4067,2022-06-17T00:00:00.0000000
118,PEGAS G8BM072022,Jul-2022,130.3,130.3,124.5,125.5,124.768,159.0,4371,2022-06-20T00:00:00.0000000
119,PEGAS G8BM072022,Jul-2022,129.0,129.5,126.5,128.0,127.922,212.0,4638,2022-06-21T00:00:00.0000000
120,PEGAS G8BM072022,Jul-2022,132.4,133.0,132.0,132.0,130.182,19.0,4652,2022-06-22T00:00:00.0000000
121,PEGAS G8BM072022,Jul-2022,132.5,140.7,132.5,137.6,137.594,148.0,4797,2022-06-23T00:00:00.0000000
122,PEGAS G8BM072022,Jul-2022,135.6,135.75,135.0,135.0,132.529,173.0,5070,2022-06-24T00:00:00.0000000
123,PEGAS G8BM072022,Jul-2022,136.3,136.3,133.2,134.75,134.211,206.0,5271,2022-06-27T00:00:00.0000000
124,PEGAS G8BM072022,Jul-2022,131.2,135.5,131.2,135.5,134.806,175.0,15533,2022-06-28T00:00:00.0000000
125,PEGAS G8BM072022,Jul-2022,136.6,148.0,136.6,144.3,144.98,126.0,15851,2022-06-29T00:00:00.0000000
126,PEGAS G8BM082022,Aug-2022,147.5,155.0,147.5,154.0,150.1,46.0,11450,2022-06-30T00:00:00.0000000
127,PEGAS G8BM082022,Aug-2022,151.25,152.0,150.5,150.5,152.3,89.0,11539,2022-07-01T00:00:00.0000000
128,PEGAS G8BM082022,Aug-2022,163.1,166.0,163.1,166.0,168.871,13.0,11562,2022-07-04T00:00:00.0000000
129,PEGAS G8BM082022,Aug-2022,169.05,178.0,169.05,169.2,170.355,66.0,11778,2022-07-05T00:00:00.0000000
130,PEGAS G8BM082022,Aug-2022,165.0,171.8,165.0,171.6,175.14,21.0,11804,2022-07-06T00:00:00.0000000
131,PEGAS G8BM082022,Aug-2022,182.5,190.6,182.5,190.6,188.43,8.0,11812,2022-07-07T00:00:00.0000000
132,PEGAS G8BM082022,Aug-2022,189.3,189.3,177.0,181.0,180.66,320.0,12077,2022-07-08T00:00:00.0000000
133,PEGAS G8BM082022,Aug-2022,177.1,177.1,172.0,172.0,169.598,8.0,12085,2022-07-11T00:00:00.0000000
134,PEGAS G8BM082022,Aug-2022,179.0,179.0,175.5,176.0,177.323,186.0,12248,2022-07-12T00:00:00.0000000
135,PEGAS G8BM082022,Aug-2022,187.0,187.0,185.0,186.3,184.412,93.0,12337,2022-07-13T00:00:00.0000000
136,PEGAS G8BM082022,Aug-2022,184.5,184.5,180.0,182.3,179.107,20.0,12357,2022-07-14T00:00:00.0000000
137,PEGAS G8BM082022,Aug-2022,174.3,174.3,169.5,169.5,163.72,67.0,12588,2022-07-15T00:00:00.0000000
138,PEGAS G8BM082022,Aug-2022,162.0,162.0,162.0,162.0,161.09,46.0,12634,2022-07-18T00:00:00.0000000
139,PEGAS G8BM082022,Aug-2022,165.0,165.1,164.45,165.0,158.83,122.0,12756,2022-07-19T00:00:00.0000000
140,PEGAS G8BM082022,Aug-2022,163.5,165.5,157.5,157.5,159.26,43.0,12799,2022-07-20T00:00:00.0000000
141,PEGAS G8BM082022,Aug-2022,155.0,156.5,151.9,156.5,159.775,38.0,12837,2022-07-21T00:00:00.0000000
142,PEGAS G8BM082022,Aug-2022,167.15,168.5,166.7,166.7,164.461,155.0,13076,2022-07-22T00:00:00.0000000
143,PEGAS G8BM082022,Aug-2022,170.5,171.6,166.2,171.6,180.275,182.0,13258,2022-07-25T00:00:00.0000000
144,PEGAS G8BM082022,Aug-2022,193.3,200.0,193.3,200.0,204.76,163.0,13406,2022-07-26T00:00:00.0000000
145,PEGAS G8BM082022,Aug-2022,222.2,222.2,208.0,215.0,210.502,115.0,13773,2022-07-27T00:00:00.0000000
146,PEGAS G8BM082022,Aug-2022,206.9,210.1,206.9,207.5,203.335,862.0,14586,2022-07-28T00:00:00.0000000
147,PEGAS G8BM092022,Sep-2022,195.0,198.75,195.0,198.75,193.895,108.0,14121,2022-07-29T00:00:00.0000000
148,PEGAS G8BM092022,Sep-2022,204.8,205.0,200.5,202.25,204.225,148.0,14253,2022-08-01T00:00:00.0000000
149,PEGAS G8BM092022,Sep-2022,207.75,212.4,206.5,206.5,206.932,206.0,14453,2022-08-02T00:00:00.0000000
150,PEGAS G8BM092022,Sep-2022,204.7,208.0,200.0,200.5,201.188,122.0,14561,2022-08-03T00:00:00.0000000
151,PEGAS G8BM092022,Sep-2022,199.1,199.1,195.0,198.3,200.998,46.0,14597,2022-08-04T00:00:00.0000000
152,PEGAS G8BM092022,Sep-2022,204.0,204.0,197.5,199.0,198.1,121.0,14716,2022-08-05T00:00:00.0000000
153,PEGAS G8BM092022,Sep-2022,200.0,200.0,194.0,194.0,194.637,173.0,14978,2022-08-08T00:00:00.0000000
154,PEGAS G8BM092022,Sep-2022,191.3,193.5,190.45,193.5,193.128,98.0,15041,2022-08-09T00:00:00.0000000
155,PEGAS G8BM092022,Sep-2022,197.6,208.1,197.6,208.1,206.16,111.0,15266,2022-08-10T00:00:00.0000000
156,PEGAS G8BM092022,Sep-2022,213.25,213.3,209.7,212.8,208.541,117.0,15380,2022-08-11T00:00:00.0000000
157,PEGAS G8BM092022,Sep-2022,205.0,207.0,203.1,205.47,206.662,98.0,15475,2022-08-12T00:00:00.0000000
158,PEGAS G8BM092022,Sep-2022,213.0,216.0,213.0,216.0,220.3,35.0,15510,2022-08-15T00:00:00.0000000
159,PEGAS G8BM092022,Sep-2022,230.5,244.0,226.1,229.0,226.589,245.0,15775,2022-08-16T00:00:00.0000000
160,PEGAS G8BM092022,Sep-2022,230.75,236.5,227.665,227.665,226.303,108.0,16041,2022-08-17T00:00:00.0000000
161,PEGAS G8BM092022,Sep-2022,231.0,237.5,230.0,237.5,241.082,246.0,16250,2022-08-18T00:00:00.0000000
162,PEGAS G8BM092022,Sep-2022,243.0,245.75,240.5,241.0,243.95,241.0,16381,2022-08-19T00:00:00.0000000
163,PEGAS G8BM092022,Sep-2022,282.5,282.5,270.1,270.1,276.07,39.0,16345,2022-08-22T00:00:00.0000000
164,PEGAS G8BM092022,Sep-2022,276.0,276.0,264.0,264.0,268.652,38.0,16388,2022-08-23T00:00:00.0000000
165,PEGAS G8BM092022,Sep-2022,270.0,289.36,270.0,289.36,291.7,168.0,16551,2022-08-24T00:00:00.0000000
166,PEGAS G8BM092022,Sep-2022,312.0,316.0,304.0,304.0,321.51,205.0,16960,2022-08-25T00:00:00.0000000
167,PEGAS G8BM092022,Sep-2022,295.0,314.0,295.0,314.0,337.09,7.0,16966,2022-08-26T00:00:00.0000000
168,PEGAS G8BM092022,Sep-2022,,,,,274.742,30.0,16996,2022-08-29T00:00:00.0000000
169,PEGAS G8BM092022,Sep-2022,258.0,273.75,256.9,260.5,260.5,759.0,17953,2022-08-30T00:00:00.0000000
170,PEGAS G8BM102022,Oct-2022,223.25,223.25,223.25,223.25,244.18,11.0,586,2022-08-31T00:00:00.0000000
171,PEGAS G8BM102022,Oct-2022,247.6,247.6,245.0,245.0,244.038,53.0,599,2022-09-01T00:00:00.0000000
172,PEGAS G8BM102022,Oct-2022,221.55,223.7,209.0,214.0,216.672,670.0,1188,2022-09-02T00:00:00.0000000
